title,company,location,job_type,sector,min_salary,max_salary,avg_salary,salary_raw,date_posted,url,source
Van Sales Representative,ABELINIS LTD,Rest Of Nigeria (Anambra),Full Time,Sales,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/van-sales-representative-2k078g,jobberman
Verbal and Quantitative Facilitator,AE Consult,Rest Of Nigeria (Osun),Full Time,"Research, Teaching & Training",70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/verbal-quantitative-facilitator-pgme2v,jobberman
Inventory Officer,Kenex Konsults International,Rest Of Nigeria (Abia),Full Time,Supply Chain & Procurement,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/inventory-officer-qz2eg6,jobberman
Sales Representative,IfeanHealth Nigeria Limited,Rest Of Nigeria (Adamawa),Full Time,Marketing & Communications,150000.0,250000.0,200000.0,"NGN 150,000 - 250,000",,https://www.jobberman.com/listings/sales-rep-yola-n9peje,jobberman
Grant Writer,Rolan Foundation,Rest Of Nigeria (Ondo),Full Time,Consulting & Strategy,150000.0,250000.0,200000.0,"NGN 150,000 - 250,000",,https://www.jobberman.com/listings/grant-writer-ervz99,jobberman
Sales Rep Ilorin,IfeanHealth Nigeria Limited,Rest Of Nigeria (Kwara),Full Time,Marketing & Communications,150000.0,250000.0,200000.0,"NGN 150,000 - 250,000",,https://www.jobberman.com/listings/sales-rep-ilorin-9kjqnv,jobberman
Public Health J,Rightliving Health Foundation,Rest Of Nigeria (Delta),Full Time,Health & Safety,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/health-facilitator-x8pxr2,jobberman
Cake Decorator,R & R,Rest Of Nigeria (Ondo),Full Time,Food Services & Catering,150000.0,250000.0,200000.0,"NGN 150,000 - 250,000",,https://www.jobberman.com/listings/cake-decorator-ervk79,jobberman
Driver,Desac Energy Nigeria Limited,Rest Of Nigeria (Delta),Full Time,Driver & Transport Services,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/company-driver-8m42dz,jobberman
Truck Mechanic,Juggernaut,Rest Of Nigeria (Osun),Full Time,Trades & Services,400000.0,600000.0,500000.0,"NGN 400,000 - 600,000",,https://www.jobberman.com/listings/truck-mechanic-0k7x5e,jobberman
Chartered Accountant,Pixelpulse Viralchemy International Limited,Rest Of Nigeria (Anambra),Full Time,"Accounting, Auditing & Finance",150000.0,250000.0,200000.0,"NGN 150,000 - 250,000",,https://www.jobberman.com/listings/chartered-accountant-j6qd9z,jobberman
Sales Personnel,Pixelpulse Viralchemy International Limited,Rest Of Nigeria (Delta),Full Time,Sales,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/sales-personnel-gmwk74,jobberman
Credit Officer,Victory Empowerment Centre,Rest Of Nigeria (Akwa Ibom),Full Time,"Accounting, Auditing & Finance",70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/credit-officer-6qd22j,jobberman
Credit Officer,Victory Empowerment Centre,Rest Of Nigeria (Abia),Full Time,"Accounting, Auditing & Finance",70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/credit-officer-d97zzj,jobberman
Graphics Designer,Collette Graphix,Rest Of Nigeria (Edo),Full Time,Creative & Design,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/graphics-designer-m0gk96,jobberman
Farm Manager,Sensei Integrated Global Farms,Rest Of Nigeria (Niger),Full Time,Farming & Agriculture,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/farm-manager-for-vegetable-production-7jwrk5,jobberman
Office Assistant,Homelight Properties Limited,Rest Of Nigeria (Cross River),Full Time,Admin & Office,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/office-assistant-6qd4dg,jobberman
Office Assistant,Homelight Properties Limited,Rest Of Nigeria (Delta),Full Time,Admin & Office,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/office-assistant-m0g9gd,jobberman
Office Assistant,Homelight Properties Limited,Rest Of Nigeria (Akwa Ibom),Full Time,Admin & Office,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/office-assistant-d97j7g,jobberman
Transaction Officer,Kayomix Ltd,Rest Of Nigeria (Osun),Full Time,"Accounting, Auditing & Finance",70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/transaction-officer-z8p5dn,jobberman
Stock Keeper,Kayomix Ltd,Rest Of Nigeria (Osun),Full Time,Trades & Services,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/stock-keeper-7jwr5n,jobberman
Sales & Business Development Executive,Moneta Technologies ltd,Rest Of Nigeria (Kano),Full Time,Sales,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/sales-business-development-executive-northern-region-wrp5rp,jobberman
Chinese Translator,AVATAR New Energy Materials Company,Rest Of Nigeria (Nassarawa),Full Time,Customer Service & Support,400000.0,600000.0,500000.0,"NGN 400,000 - 600,000",,https://www.jobberman.com/listings/chinese-translator-m0g9rd,jobberman
Operations and Sales Manager,Spacesoft Integral System Ltd,Rest Of Nigeria (Delta),Full Time,Sales,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/operation-and-sales-manager-7jwr8n,jobberman
Teacher,Mercies International Academy,Rest Of Nigeria (Abia),Full Time,"Research, Teaching & Training",70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/qualified-subject-teachers-needed-45nq0z,jobberman
Sales Manager,Kloverharris Limited,Rest Of Nigeria (Delta),Full Time,Sales,400000.0,600000.0,500000.0,"NGN 400,000 - 600,000",,https://www.jobberman.com/listings/sales-manager-steel-mining-industry-8m4n7n,jobberman
Head of Marketing,Erojim Investment Limited,Rest Of Nigeria (Abia),Full Time,Marketing & Communications,250000.0,400000.0,325000.0,"NGN 250,000 - 400,000",,https://www.jobberman.com/listings/head-of-marketing-6qdmrj,jobberman
Anesthetic Technician,DR. Amadasun Hopsital Limited,Rest Of Nigeria (Delta),Full Time,Medical & Pharmaceutical,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/anesthetic-technician-7jwmpz,jobberman
After Sales Engineer,Aurora Solar,Rest Of Nigeria (Kano),Full Time,Engineering & Technology,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/after-sales-engineer-for-solar-products-9kjdjn,jobberman
Sales Executive,Zipahmary Resources,Rest Of Nigeria (Delta),Full Time,Sales,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/sales-executive-9kjdkp,jobberman
Oil Palm Harvesters,Bridgemead Advisory,Rest Of Nigeria (Ondo),Full Time,Farming & Agriculture,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/oil-palm-harvesters-0k7zke,jobberman
Professional Driver,Aurora Solar,Rest Of Nigeria (Kano),Full Time,Driver & Transport Services,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/professional-driver-7jwmwj,jobberman
Senior Sales Executive,Mirabol Integrated Services,Rest Of Nigeria (Kwara),Full Time,Sales,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/senior-sales-executive-j6q2n5,jobberman
Sales Trainee,Mirabol Integrated Services,Rest Of Nigeria (Akwa Ibom),Full Time,Sales,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/trainee-sales-staff-rr85gq,jobberman
Sales Executive,Moneta Technologies ltd,Rest Of Nigeria (Katsina),Full Time,Sales,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/payment-gateway-growth-manager-9kjwq7,jobberman
Sales Executive,Moneta Technologies ltd,Rest Of Nigeria (Plateau),Full Time,Sales,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/payment-gateway-growth-manager-vdwx6j,jobberman
Sales Executive,Moneta Technologies ltd,Rest Of Nigeria (Kaduna),Full Time,Sales,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/payment-gateway-growth-manager-6qdz98,jobberman
Sales Executive,Moneta Technologies ltd,Rest Of Nigeria (Niger),Full Time,Sales,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/payment-gateway-growth-manager-rr85e4,jobberman
Truck Driver,Workmen and Talents,Rest Of Nigeria (Osun),Full Time,Driver & Transport Services,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/truck-drivers-7jw9kq,jobberman
Sales Representative,Gavice Logistics Limited,Rest Of Nigeria (Osun),Full Time,Sales,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/sales-representative-wrpjrg,jobberman
Account Officer,Gavice Logistics Limited,Rest Of Nigeria (Osun),Full Time,"Accounting, Auditing & Finance",70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/account-officer-n9p299,jobberman
Production Manager,Erojim Investment Limited,Rest Of Nigeria (Abia),Full Time,Product & Project Management,250000.0,400000.0,325000.0,"NGN 250,000 - 400,000",,https://www.jobberman.com/listings/production-manager-vdwx8j,jobberman
Operations and Accounting Officer,Tor Delivery Limited,Rest Of Nigeria (Cross River),Full Time,"Accounting, Auditing & Finance",70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/operations-and-accounting-officer-vdwxnj,jobberman
Medical Sales Representative,Unosoure Pharma Nig Ltd,Rest Of Nigeria (Cross River),Full Time,Sales,150000.0,250000.0,200000.0,"NGN 150,000 - 250,000",,https://www.jobberman.com/listings/medical-sales-representative-x8pzjm,jobberman
Medical Sales Representative,Unosoure Pharma Nig Ltd,Rest Of Nigeria (Akwa Ibom),Full Time,Sales,150000.0,250000.0,200000.0,"NGN 150,000 - 250,000",,https://www.jobberman.com/listings/medical-sales-representative-8m4dvx,jobberman
Sales Representative,IfeanHealth Nigeria Limited,Rest Of Nigeria (Kano),Full Time,Marketing & Communications,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/sales-representative-wrpwx0,jobberman
Senior Marketing Manager,Yumifen Agro-Industries Enterprises,Rest Of Nigeria (Kano),Full Time,Marketing & Communications,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/senior-marketing-manager-2k0wmp,jobberman
Broadcast Engineer,GLOW FM Radio Limited,Rest Of Nigeria (Ondo),Full Time,Marketing & Communications,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/broadcast-engineer-qz2gmp,jobberman
